,Tipo,Descripcion,Habitaciones,Banos,Area,Barrio,UPZ,Valor,Moneda,Precio,Precio_Millon,Zona,Precio_m2
9289,Apartamento,Apartamento en venta en Ciudadela Colsubsidio,3,1,57,Ciudadela Colsubsidio,Bolivia,$ 220.000.000,$,220000000,220.0,Zona Noroccidental,3.210382513661202
9290,Apartamento,Apartamento en venta en Ciudadela Colsubsidio,3,2,72,Ciudadela Colsubsidio,Bolivia,$ 265.000.000,$,265000000,265.0,Zona Noroccidental,3.210382513661202
9291,Apartamento,Apartamento en venta en Ciudadela Colsubsidio,3,2,70,Ciudadela Colsubsidio,Bolivia,$ 295.000.000,$,295000000,295.0,Zona Noroccidental,3.210382513661202
9292,Apartamento,Apartamento en venta en Ciudadela Colsubsidio,3,1,53,Ciudadela Colsubsidio,Bolivia,$ 177.000.000,$,177000000,177.0,Zona Noroccidental,3.210382513661202
9293,Apartamento,Apartamento en venta en Ciudadela Colsubsidio,3,1,50,Ciudadela Colsubsidio,Bolivia,$ 190.000.000,$,190000000,190.0,Zona Noroccidental,3.210382513661202
9294,Apartamento,Apartamento en venta en Ciudadela Colsubsidio,2,1,50,Ciudadela Colsubsidio,Bolivia,$ 193.000.000,$,193000000,193.0,Zona Noroccidental,3.210382513661202
9295,Apartamento,Apartamento en venta en Ciudadela Colsubsidio,3,1,53,Ciudadela Colsubsidio,Bolivia,$ 177.000.000,$,177000000,177.0,Zona Noroccidental,3.210382513661202
9296,Casa,Casa en venta en Ciudadela Colsubsidio,3,3,207,Ciudadela Colsubsidio,Bolivia,$ 480.000.000,$,480000000,480.0,Zona Noroccidental,3.210382513661202
9297,Casa,Casa en venta en Ciudadela Colsubsidio,3,3,207,Ciudadela Colsubsidio,Bolivia,$ 480.000.000,$,480000000,480.0,Zona Noroccidental,3.210382513661202
9298,Apartamento,Apartamento en venta en San Antonio Norte,2,1,40,San Antonio Norte,Engativá,$ 150.000.000,$,150000000,150.0,Zona Norte,3.705173184357542
9299,Apartamento,Apartamento en venta en San Antonio Norte,3,2,62,San Antonio Norte,Engativá,$ 215.000.000,$,215000000,215.0,Zona Norte,3.705173184357542
9300,Apartamento,Apartamento en venta en San Antonio Norte,3,2,62,San Antonio Norte,Engativá,$ 215.000.000,$,215000000,215.0,Zona Norte,3.705173184357542
9301,Apartamento,Apartamento en venta en San Antonio Norte,3,2,97,San Antonio Norte,Engativá,$ 373.226.000,$,373226000,373.226,Zona Norte,3.705173184357542
9302,Apartamento,Apartamento en venta en San Antonio Norte,3,2,97,San Antonio Norte,Engativá,$ 373.226.000,$,373226000,373.226,Zona Norte,3.705173184357542
